:ID,name
1,10-20年一遇
2,10.70亿立方米
3,1036立方米每秒
4,108.4公里
5,10年一遇
6,1190立方米每秒
7,12.88亿立方米
8,1200立方米每秒
9,13.80米
10,130.0米
11,1380立方米每秒
12,14.70米
13,146.5米
14,1475平方公里
15,15.36米
16,1500
17,1500立方米每秒
18,1556平方公里
19,16.89亿立方米
20,1840立方米每秒
21,189公里
22,19.10米
23,19.70米
24,1900立方米每秒
25,2.86亿立方米
26,203公里
27,204平方公里
28,20公里
29,20年一遇
30,21.9亿立方米
31,23.8公里
32,24.80米
33,25孔闸
34,265平方公里
35,27.3公里
36,27.9公里
37,28.0公里
38,28.6公里
39,29.2公里
40,2900-1800立方米每秒
41,30.5公里
42,3000立方米每秒
43,300立方米每秒
44,31公里
45,32.3公里
46,32.7公里
47,3200立方米每秒
48,335平方公里
49,34.4公里
50,34.63亿立方米
51,3560立方米每秒
52,366平方公里
53,37.1公里
54,379平方公里
55,3964立方米每秒
56,400立方米每秒
57,41.1公里
58,4200立方米每秒
59,43.1公里
60,43.5公里
61,448平方公里
62,460立方米每秒
63,4孔闸、25孔闸、船闸和赵北口溢流堰等建筑物组成
64,4条确保堤防
65,5.44米
66,5000立方米每秒
67,500立方米每秒
68,50年一遇
69,52.1公里
70,55公里
71,57.3公里
72,5年一遇
73,6.5-6.8米
74,6.50米
75,6.5米
76,67.1公里
77,7.50米
78,72.3公里
79,75公里
80,8.29米
81,8.88米
82,8.90米
83,81.4公里
84,9.2米
85,9.70米
86,911平方公里
87,918平方公里
88,《大清河流域设计洪水复核报告》
89,一般洪水
90,上级备案
91,下游河道
92,下闸蓄水验收
93,东淀与文安洼的隔淀堤
94,东淀分洪
95,东淀区域分洪
96,东淀第六堡
97,东绪口16.50米
98,两岸全力抢险
99,主汛期
100,习惯高程
101,京九铁路
102,京九铁路防洪安全
103,京广铁路
104,京广铁路北河店以东段
105,京广铁路北河店以东设计流量
106,京广铁路北河店以西段
107,京广铁路防洪安全
108,京沪铁路
109,京沪铁路防洪安全
110,京沪高速
111,京沪高速防洪安全
112,京港澳高速
113,以下段
114,任丘市
115,保定
116,保定市
117,保定防洪安全
118,充分
119,入海
120,全力防守两堤
121,全省分区防守、分流入海的第三道防线
122,八堡站
123,兰沟洼东马营
124,"兰沟洼滞,"
125,兰沟洼运用
126,其他
127,其他蓄滞洪区
128,其余闸、坝
129,冉河头至东石桥
130,刁窝套
131,刁窝套洼地
132,分洪
133,分洪范围
134,分洪闸
135,分洪闸闸下14.70米
136,刘家铺9.70米
137,前提
138,北京大宁水库以下
139,北京市及河北省
140,北大港南侧
141,北拒马河两岸小清河分洪区
142,北支
143,北支上游来水
144,北支洪水
145,北支洪水经新盖房枢纽进入东淀的分洪河道
146,北郭村
147,北郭村28.20米
148,北陈村至赵堡店
149,十方院
150,十方院水位
151,十方院站
152,十方院站水位
153,华北油田
154,华北油田防洪安全
155,南拒马河
156,南拒马河北河店
157,南拒马河泄洪能力
158,南支
159,南水北调中线总干渠
160,南运河
161,南运河左右堤
162,口头水库拦洪错峰作用
163,古城小捻
164,古城小捻和小营横堤
165,右堤
166,右堤安国市伍仁桥至雄县十二孔闸
167,右堤定兴县北河店京广铁路桥至容城县白沟引河闸
168,右堤涿州市东冯村至高碑店市东马营倒虹吸
169,右堤蠡县贾疃村南至高阳县赵堡店
170,右堤行唐县故郡至定州市寨里
171,呈各庄
172,周边区域
173,周边湿地
174,周边闸涵
175,唐河
176,唐河冉河头至东石桥
177,唐河清苑县顾家营至东石桥
178,唐河铁路桥至冉河头
179,四门堤
180,团泊洼
181,国家85高程
182,国家防总总指挥
183,坝
184,基本达到设计标准
185,大广高速
186,大广高速防洪安全
187,大浪淀水库
188,大清河上下两段护麦捻
189,大清河任庄子分洪
190,大清河北支
191,大清河千里堤
192,大清河右堤捻
193,大清河左堤捻
194,大清河泄洪
195,大清河系
196,大清河超标准分洪洪水
197,大赵站
198,大赵站水位
199,天津
200,天津市区
201,天津市区安全
202,天津防洪安全
203,太平庄闸
204,子牙新河北堤之间
205,子牙河与南运河汇流处的三角地区
206,子牙河左堤
207,安国市伍仁桥至雄县十二孔闸
208,安国市明官店至高阳县西留果庄
209,山前高地
210,山前高地为界
211,岸墙式水闸
212,左堤安全
213,左堤安国市明官店至高阳县西留果庄
214,左堤定兴县北河店京广铁路桥至高碑店市东马营倒虹吸
215,左堤新乐市京广铁路桥至定州市北大定
216,左堤涿州市北蔡至雄县新盖房溢流堰
217,左堤蠡县饥村至高阳县南圈头
218,已充分运用
219,廊坊市
220,开敞式
221,引河闸
222,忙牛河之间夹道
223,我省4条确保堤防之一
224,文安洼分洪
225,新唐河东石桥至韩村排水闸
226,新唐河牛角以下
227,新安北堤
228,新安北堤防洪安全
229,新盖房溢流堰
230,朔黄铁路
231,朔黄铁路防洪安全
232,条件
233,枣林庄、新盖房枢纽
234,枣林庄泄洪闸
235,枣林庄至苟各庄段
236,枣林庄闸
237,枣林庄闸下8.88米
238,水位、流量站
239,水利管理机构
240,水利部
241,水利部海委
242,水利部门
243,水文数据
244,水高庄北
245,永定河
246,永定河右堤及高地
247,永定河超标准洪水
248,汛限水位
249,沙井子行洪道
250,沙河京广铁路桥至军选
251,沧州市
252,河北省商水利部海委
253,河道
254,河道现状
255,河道现状行洪能力
256,沿途相关市县
257,泄水
258,津保公路为界
259,津保高速
260,津保高速防洪安全
261,津浦铁路25孔桥
262,洪水
263,洪水资源利用
264,洪水进入唐河污水库
265,淀南新堤
266,清北地区夹道
267,清南地区
268,清南地区沥水
269,清南河道
270,清南清北沥水
271,溢洪
272,滩里附近
273,滩里附近隔淀堤
274,潴龙河军洗至白洋淀
275,潴龙河分洪运用
276,潴龙河左堤
277,潴龙河泄洪能力
278,牛角洼
279,牛角洼上下游开卡段堤防
280,牛角洼开卡段
281,特征指标
282,状态
283,王大引水线路
284,王快水库
285,王快水库拦洪错峰作用
286,王村闸
287,王村闸上8.29米
288,现状牛角以上
289,现状铁路桥至冉河头
290,白沟引河
291,白沟引河进水闸
292,白沟河、南拒马河两河大堤
293,白沟河上游
294,白沟河二龙坑至新盖房溢流堰
295,白沟河左堤安全
296,白沟河泄洪能力
297,白洋淀
298,白洋淀上游来水
299,白洋淀蓄水情况
300,相关市县
301,省政府
302,省水利厅备案
303,省水文局
304,省防指
305,第三道防线
306,第六堡
307,第六堡水位
308,老大清河灌溉闸
309,老龙湾
310,自然高地
311,船闸
312,董庄
313,蠡县贾疃村南至高阳县赵堡店
314,蠡县饥村至高阳县南圈头
315,表3-1
316,西河
317,西河左处水位
318,西河左捻
319,西河河道水位
320,西河闸上游
321,规划标准
322,设计流量以下
323,贾口洼分洪
324,赵王新河下口任庄子堤
325,赵王新河下口任庄子堤捻
326,赵王新河泄洪能力
327,较大洪水
328,重点防洪工程
329,锅底闸西侧隔淀堤
330,闸
331,防洪工程体系
332,陈家柳
333,陈村
334,陈村19.70米
335,陈村以上3000立方米每秒
336,陈村以下2300立方米每秒
337,陈村分洪口门
338,除险加固
339,障水埝
340,雄安新区
341,雄安新区起步区
342,马武营水库
343,高庄北
344,黑龙港地区
345,龙门水库
346,龙门水库拦洪错峰作用
